form,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,now_cost,selected_by_percent,element_type,team,xG,xA,npxG,xGChain,xGBuildup,xG_per_90,xA_per_90,npxG_per_90,xGChain_per_90,xGBuildup_per_90,shots,shots_on_target,key_passes,xG_overperformance,xA_overperformance,npxG_overperformance,xG_xA_combined,npxG_npxA_combined,finishing_quality,np_finishing_quality,tackles,tackles_won,tackle_pct,interceptions,tackles_plus_int,blocks,clearances,errors,def_contributions,def_contributions_per_90,def_contribution_prob,expected_def_points,progressive_passes,progressive_carries,progressive_receptions,progressive_passes_per_90,progressive_carries_per_90,progressive_receptions_per_90,touches,touches_att_3rd,sca,gca,sca_per_90,gca_per_90,points_next_gw
1.7600000000000002,41.0,814.0,0.0,0.0,5.0,4.0,1.0,190.0,185.2,35.6,16.0,23.7,6.0,12.9,2.0,1.0,0.4582015872001648,0.09533271938562393,0.4582015872001648,3.4122479893267155,3.0217623449862003,0.05,0.01,0.05,0.38,0.34,2.0,0.0,1.0,-0.46,-0.1,-0.46,0.5535343065857887,0.5535343065857887,0.0,0.0,11.0,5.0,62.5,3.0,14.0,4.0,43.0,0.0,61.0,6.74,0.25,0.5,40.0,4.0,3.0,4.42,0.44,0.33,850.0,40.0,9.0,1.0,1.0,0.11,0.0
1.9800000000000002,41.0,814.0,0.0,0.0,5.0,4.0,1.0,190.0,185.2,35.6,16.0,23.7,6.0,12.9,2.0,1.0,0.4582015872001648,0.09533271938562393,0.4582015872001648,3.4122479893267155,3.0217623449862003,0.05,0.01,0.05,0.38,0.34,2.0,0.0,1.0,-0.46,-0.1,-0.46,0.5535343065857887,0.5535343065857887,0.0,0.0,11.0,5.0,62.5,3.0,14.0,4.0,43.0,0.0,61.0,6.74,0.25,0.5,40.0,4.0,3.0,4.42,0.44,0.33,850.0,40.0,9.0,1.0,1.0,0.11,0.0
2.2,41.0,814.0,0.0,0.0,5.0,4.0,1.0,190.0,185.2,35.6,16.0,23.7,6.0,12.9,2.0,1.0,0.4582015872001648,0.09533271938562393,0.4582015872001648,3.4122479893267155,3.0217623449862003,0.05,0.01,0.05,0.38,0.34,2.0,0.0,1.0,-0.46,-0.1,-0.46,0.5535343065857887,0.5535343065857887,0.0,0.0,11.0,5.0,62.5,3.0,14.0,4.0,43.0,0.0,61.0,6.74,0.25,0.5,40.0,4.0,3.0,4.42,0.44,0.33,850.0,40.0,9.0,1.0,1.0,0.11,1.0
2.4200000000000004,41.0,814.0,0.0,0.0,5.0,4.0,1.0,190.0,185.2,35.6,16.0,23.7,6.0,12.9,2.0,1.0,0.4582015872001648,0.09533271938562393,0.4582015872001648,3.4122479893267155,3.0217623449862003,0.05,0.01,0.05,0.38,0.34,2.0,0.0,1.0,-0.46,-0.1,-0.46,0.5535343065857887,0.5535343065857887,0.0,0.0,11.0,5.0,62.5,3.0,14.0,4.0,43.0,0.0,61.0,6.74,0.25,0.5,40.0,4.0,3.0,4.42,0.44,0.33,850.0,40.0,9.0,1.0,1.0,0.11,1.0
2.6400000000000006,41.0,814.0,0.0,0.0,5.0,4.0,1.0,190.0,185.2,35.6,16.0,23.7,6.0,12.9,2.0,1.0,0.4582015872001648,0.09533271938562393,0.4582015872001648,3.4122479893267155,3.0217623449862003,0.05,0.01,0.05,0.38,0.34,2.0,0.0,1.0,-0.46,-0.1,-0.46,0.5535343065857887,0.5535343065857887,0.0,0.0,11.0,5.0,62.5,3.0,14.0,4.0,43.0,0.0,61.0,6.74,0.25,0.5,40.0,4.0,3.0,4.42,0.44,0.33,850.0,40.0,9.0,1.0,1.0,0.11,1.0
1.7600000000000002,63.0,991.0,1.0,2.0,7.0,6.0,3.0,227.0,174.6,92.8,187.0,45.3,5.8,14.7,2.0,1.0,2.2545583806931973,0.3853544294834137,2.2545583806931973,4.440442681312561,3.487583488225937,0.21,0.04,0.21,0.41,0.32,20.0,0.0,4.0,-1.25,1.61,-1.25,2.639912810176611,2.639912810176611,0.44,0.44,16.0,12.0,69.2,8.0,24.0,7.0,32.0,0.0,63.0,6.0,0.25,0.5,38.0,20.0,43.0,3.62,1.9,4.1,623.0,201.0,22.0,5.0,2.1,0.48,1.0
1.9800000000000002,63.0,991.0,1.0,2.0,7.0,6.0,3.0,227.0,174.6,92.8,187.0,45.3,5.8,14.7,2.0,1.0,2.2545583806931973,0.3853544294834137,2.2545583806931973,4.440442681312561,3.487583488225937,0.21,0.04,0.21,0.41,0.32,20.0,0.0,4.0,-1.25,1.61,-1.25,2.639912810176611,2.639912810176611,0.44,0.44,16.0,12.0,69.2,8.0,24.0,7.0,32.0,0.0,63.0,6.0,0.25,0.5,38.0,20.0,43.0,3.62,1.9,4.1,623.0,201.0,22.0,5.0,2.1,0.48,1.0
2.2,63.0,991.0,1.0,2.0,7.0,6.0,3.0,227.0,174.6,92.8,187.0,45.3,5.8,14.7,2.0,1.0,2.2545583806931973,0.3853544294834137,2.2545583806931973,4.440442681312561,3.487583488225937,0.21,0.04,0.21,0.41,0.32,20.0,0.0,4.0,-1.25,1.61,-1.25,2.639912810176611,2.639912810176611,0.44,0.44,16.0,12.0,69.2,8.0,24.0,7.0,32.0,0.0,63.0,6.0,0.25,0.5,38.0,20.0,43.0,3.62,1.9,4.1,623.0,201.0,22.0,5.0,2.1,0.48,2.0
2.4200000000000004,63.0,991.0,1.0,2.0,7.0,6.0,3.0,227.0,174.6,92.8,187.0,45.3,5.8,14.7,2.0,1.0,2.2545583806931973,0.3853544294834137,2.2545583806931973,4.440442681312561,3.487583488225937,0.21,0.04,0.21,0.41,0.32,20.0,0.0,4.0,-1.25,1.61,-1.25,2.639912810176611,2.639912810176611,0.44,0.44,16.0,12.0,69.2,8.0,24.0,7.0,32.0,0.0,63.0,6.0,0.25,0.5,38.0,20.0,43.0,3.62,1.9,4.1,623.0,201.0,22.0,5.0,2.1,0.48,2.0
2.6400000000000006,63.0,991.0,1.0,2.0,7.0,6.0,3.0,227.0,174.6,92.8,187.0,45.3,5.8,14.7,2.0,1.0,2.2545583806931973,0.3853544294834137,2.2545583806931973,4.440442681312561,3.487583488225937,0.21,0.04,0.21,0.41,0.32,20.0,0.0,4.0,-1.25,1.61,-1.25,2.639912810176611,2.639912810176611,0.44,0.44,16.0,12.0,69.2,8.0,24.0,7.0,32.0,0.0,63.0,6.0,0.25,0.5,38.0,20.0,43.0,3.62,1.9,4.1,623.0,201.0,22.0,5.0,2.1,0.48,2.0
2.8000000000000003,74.0,1061.0,2.0,3.0,6.0,7.0,7.0,271.0,263.2,197.0,242.0,70.4,6.3,32.4,2.0,1.0,1.8680787533521652,1.0134131172671914,1.8680787533521652,5.087753050029278,4.127052370458841,0.17,0.09,0.17,0.47,0.38,14.0,0.0,14.0,0.13,0.99,0.13,2.8814918706193566,2.8814918706193566,1.07,1.07,34.0,18.0,73.3,7.0,41.0,9.0,26.0,0.0,76.0,7.04,0.25,0.5,63.0,18.0,53.0,5.83,1.67,4.91,688.0,237.0,33.0,5.0,3.06,0.46,2.0
3.15,74.0,1061.0,2.0,3.0,6.0,7.0,7.0,271.0,263.2,197.0,242.0,70.4,6.3,32.4,2.0,1.0,1.8680787533521652,1.0134131172671914,1.8680787533521652,5.087753050029278,4.127052370458841,0.17,0.09,0.17,0.47,0.38,14.0,0.0,14.0,0.13,0.99,0.13,2.8814918706193566,2.8814918706193566,1.07,1.07,34.0,18.0,73.3,7.0,41.0,9.0,26.0,0.0,76.0,7.04,0.25,0.5,63.0,18.0,53.0,5.83,1.67,4.91,688.0,237.0,33.0,5.0,3.06,0.46,2.0
3.5,74.0,1061.0,2.0,3.0,6.0,7.0,7.0,271.0,263.2,197.0,242.0,70.4,6.3,32.4,2.0,1.0,1.8680787533521652,1.0134131172671914,1.8680787533521652,5.087753050029278,4.127052370458841,0.17,0.09,0.17,0.47,0.38,14.0,0.0,14.0,0.13,0.99,0.13,2.8814918706193566,2.8814918706193566,1.07,1.07,34.0,18.0,73.3,7.0,41.0,9.0,26.0,0.0,76.0,7.04,0.25,0.5,63.0,18.0,53.0,5.83,1.67,4.91,688.0,237.0,33.0,5.0,3.06,0.46,3.0
3.8500000000000005,74.0,1061.0,2.0,3.0,6.0,7.0,7.0,271.0,263.2,197.0,242.0,70.4,6.3,32.4,2.0,1.0,1.8680787533521652,1.0134131172671914,1.8680787533521652,5.087753050029278,4.127052370458841,0.17,0.09,0.17,0.47,0.38,14.0,0.0,14.0,0.13,0.99,0.13,2.8814918706193566,2.8814918706193566,1.07,1.07,34.0,18.0,73.3,7.0,41.0,9.0,26.0,0.0,76.0,7.04,0.25,0.5,63.0,18.0,53.0,5.83,1.67,4.91,688.0,237.0,33.0,5.0,3.06,0.46,3.0
4.200000000000001,74.0,1061.0,2.0,3.0,6.0,7.0,7.0,271.0,263.2,197.0,242.0,70.4,6.3,32.4,2.0,1.0,1.8680787533521652,1.0134131172671914,1.8680787533521652,5.087753050029278,4.127052370458841,0.17,0.09,0.17,0.47,0.38,14.0,0.0,14.0,0.13,0.99,0.13,2.8814918706193566,2.8814918706193566,1.07,1.07,34.0,18.0,73.3,7.0,41.0,9.0,26.0,0.0,76.0,7.04,0.25,0.5,63.0,18.0,53.0,5.83,1.67,4.91,688.0,237.0,33.0,5.0,3.06,0.46,3.0
0.4,7.0,132.0,0.0,0.0,0.0,1.0,0.0,21.0,10.4,9.4,4.0,2.3,5.1,1.6,2.0,1.0,0.0,0.0,0.0,0.06878400593996048,0.06878400593996048,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,1.0,2.0,2.0,3.0,0.0,7.0,6.77,0.25,0.5,2.0,1.0,6.0,1.94,0.97,5.81,73.0,15.0,1.0,1.0,0.97,0.97,0.0
0.45,7.0,132.0,0.0,0.0,0.0,1.0,0.0,21.0,10.4,9.4,4.0,2.3,5.1,1.6,2.0,1.0,0.0,0.0,0.0,0.06878400593996048,0.06878400593996048,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,1.0,2.0,2.0,3.0,0.0,7.0,6.77,0.25,0.5,2.0,1.0,6.0,1.94,0.97,5.81,73.0,15.0,1.0,1.0,0.97,0.97,0.0
0.5,7.0,132.0,0.0,0.0,0.0,1.0,0.0,21.0,10.4,9.4,4.0,2.3,5.1,1.6,2.0,1.0,0.0,0.0,0.0,0.06878400593996048,0.06878400593996048,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,1.0,2.0,2.0,3.0,0.0,7.0,6.77,0.25,0.5,2.0,1.0,6.0,1.94,0.97,5.81,73.0,15.0,1.0,1.0,0.97,0.97,0.0
0.55,7.0,132.0,0.0,0.0,0.0,1.0,0.0,21.0,10.4,9.4,4.0,2.3,5.1,1.6,2.0,1.0,0.0,0.0,0.0,0.06878400593996048,0.06878400593996048,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,1.0,2.0,2.0,3.0,0.0,7.0,6.77,0.25,0.5,2.0,1.0,6.0,1.94,0.97,5.81,73.0,15.0,1.0,1.0,0.97,0.97,0.0
0.6000000000000001,7.0,132.0,0.0,0.0,0.0,1.0,0.0,21.0,10.4,9.4,4.0,2.3,5.1,1.6,2.0,1.0,0.0,0.0,0.0,0.06878400593996048,0.06878400593996048,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,1.0,2.0,2.0,3.0,0.0,7.0,6.77,0.25,0.5,2.0,1.0,6.0,1.94,0.97,5.81,73.0,15.0,1.0,1.0,0.97,0.97,0.0
4.800000000000001,54.0,861.0,3.0,1.0,5.0,5.0,5.0,189.0,233.6,301.2,277.0,81.2,10.1,17.8,3.0,1.0,2.8509807465597987,2.6778626777231693,2.0898119090124965,7.494027331471443,4.5128123089671135,0.33,0.31,0.24,0.86,0.52,20.0,0.0,19.0,0.15,-2.68,-0.09,5.528843424282968,4.767674586735666,1.05,0.96,15.0,5.0,53.8,3.0,18.0,13.0,6.0,1.0,37.0,4.32,0.02,0.04,19.0,35.0,107.0,2.22,4.09,12.49,448.0,279.0,39.0,1.0,4.55,0.12,3.0
5.4,54.0,861.0,3.0,1.0,5.0,5.0,5.0,189.0,233.6,301.2,277.0,81.2,10.1,17.8,3.0,1.0,2.8509807465597987,2.6778626777231693,2.0898119090124965,7.494027331471443,4.5128123089671135,0.33,0.31,0.24,0.86,0.52,20.0,0.0,19.0,0.15,-2.68,-0.09,5.528843424282968,4.767674586735666,1.05,0.96,15.0,5.0,53.8,3.0,18.0,13.0,6.0,1.0,37.0,4.32,0.02,0.04,19.0,35.0,107.0,2.22,4.09,12.49,448.0,279.0,39.0,1.0,4.55,0.12,3.0
6.0,54.0,861.0,3.0,1.0,5.0,5.0,5.0,189.0,233.6,301.2,277.0,81.2,10.1,17.8,3.0,1.0,2.8509807465597987,2.6778626777231693,2.0898119090124965,7.494027331471443,4.5128123089671135,0.33,0.31,0.24,0.86,0.52,20.0,0.0,19.0,0.15,-2.68,-0.09,5.528843424282968,4.767674586735666,1.05,0.96,15.0,5.0,53.8,3.0,18.0,13.0,6.0,1.0,37.0,4.32,0.02,0.04,19.0,35.0,107.0,2.22,4.09,12.49,448.0,279.0,39.0,1.0,4.55,0.12,4.0
6.6000000000000005,54.0,861.0,3.0,1.0,5.0,5.0,5.0,189.0,233.6,301.2,277.0,81.2,10.1,17.8,3.0,1.0,2.8509807465597987,2.6778626777231693,2.0898119090124965,7.494027331471443,4.5128123089671135,0.33,0.31,0.24,0.86,0.52,20.0,0.0,19.0,0.15,-2.68,-0.09,5.528843424282968,4.767674586735666,1.05,0.96,15.0,5.0,53.8,3.0,18.0,13.0,6.0,1.0,37.0,4.32,0.02,0.04,19.0,35.0,107.0,2.22,4.09,12.49,448.0,279.0,39.0,1.0,4.55,0.12,4.0
7.200000000000001,54.0,861.0,3.0,1.0,5.0,5.0,5.0,189.0,233.6,301.2,277.0,81.2,10.1,17.8,3.0,1.0,2.8509807465597987,2.6778626777231693,2.0898119090124965,7.494027331471443,4.5128123089671135,0.33,0.31,0.24,0.86,0.52,20.0,0.0,19.0,0.15,-2.68,-0.09,5.528843424282968,4.767674586735666,1.05,0.96,15.0,5.0,53.8,3.0,18.0,13.0,6.0,1.0,37.0,4.32,0.02,0.04,19.0,35.0,107.0,2.22,4.09,12.49,448.0,279.0,39.0,1.0,4.55,0.12,4.0
0.16000000000000003,14.0,234.0,0.0,1.0,1.0,1.0,0.0,50.0,44.4,67.8,22.0,13.4,7.8,1.4,3.0,1.0,0.16580358520150185,0.7574908211827278,0.16580358520150185,1.2668863274157047,1.0461063385009766,0.08,0.35,0.08,0.59,0.49,4.0,0.0,3.0,-0.17,0.24,-0.17,0.9232944063842297,0.9232944063842297,0.0,0.0,3.0,1.0,100.0,1.0,4.0,0.0,5.0,0.0,9.0,3.99,0.02,0.04,26.0,10.0,5.0,11.53,4.43,2.22,160.0,62.0,11.0,3.0,4.88,1.33,0.0
0.18000000000000002,14.0,234.0,0.0,1.0,1.0,1.0,0.0,50.0,44.4,67.8,22.0,13.4,7.8,1.4,3.0,1.0,0.16580358520150185,0.7574908211827278,0.16580358520150185,1.2668863274157047,1.0461063385009766,0.08,0.35,0.08,0.59,0.49,4.0,0.0,3.0,-0.17,0.24,-0.17,0.9232944063842297,0.9232944063842297,0.0,0.0,3.0,1.0,100.0,1.0,4.0,0.0,5.0,0.0,9.0,3.99,0.02,0.04,26.0,10.0,5.0,11.53,4.43,2.22,160.0,62.0,11.0,3.0,4.88,1.33,0.0
0.2,14.0,234.0,0.0,1.0,1.0,1.0,0.0,50.0,44.4,67.8,22.0,13.4,7.8,1.4,3.0,1.0,0.16580358520150185,0.7574908211827278,0.16580358520150185,1.2668863274157047,1.0461063385009766,0.08,0.35,0.08,0.59,0.49,4.0,0.0,3.0,-0.17,0.24,-0.17,0.9232944063842297,0.9232944063842297,0.0,0.0,3.0,1.0,100.0,1.0,4.0,0.0,5.0,0.0,9.0,3.99,0.02,0.04,26.0,10.0,5.0,11.53,4.43,2.22,160.0,62.0,11.0,3.0,4.88,1.33,1.0
0.22000000000000003,14.0,234.0,0.0,1.0,1.0,1.0,0.0,50.0,44.4,67.8,22.0,13.4,7.8,1.4,3.0,1.0,0.16580358520150185,0.7574908211827278,0.16580358520150185,1.2668863274157047,1.0461063385009766,0.08,0.35,0.08,0.59,0.49,4.0,0.0,3.0,-0.17,0.24,-0.17,0.9232944063842297,0.9232944063842297,0.0,0.0,3.0,1.0,100.0,1.0,4.0,0.0,5.0,0.0,9.0,3.99,0.02,0.04,26.0,10.0,5.0,11.53,4.43,2.22,160.0,62.0,11.0,3.0,4.88,1.33,1.0
0.24000000000000005,14.0,234.0,0.0,1.0,1.0,1.0,0.0,50.0,44.4,67.8,22.0,13.4,7.8,1.4,3.0,1.0,0.16580358520150185,0.7574908211827278,0.16580358520150185,1.2668863274157047,1.0461063385009766,0.08,0.35,0.08,0.59,0.49,4.0,0.0,3.0,-0.17,0.24,-0.17,0.9232944063842297,0.9232944063842297,0.0,0.0,3.0,1.0,100.0,1.0,4.0,0.0,5.0,0.0,9.0,3.99,0.02,0.04,26.0,10.0,5.0,11.53,4.43,2.22,160.0,62.0,11.0,3.0,4.88,1.33,1.0
0.4,12.0,349.0,0.0,0.0,2.0,2.0,0.0,45.0,32.6,114.2,111.0,25.7,6.8,0.6,3.0,1.0,0.4196033626794815,0.9843250922858715,0.4196033626794815,1.2940840385854244,0.7309239581227303,0.11,0.27,0.11,0.35,0.2,5.0,0.0,8.0,-0.42,-0.98,-0.42,1.403928454965353,1.403928454965353,0.0,0.0,3.0,2.0,30.0,2.0,5.0,2.0,0.0,0.0,7.0,1.99,0.02,0.04,10.0,19.0,45.0,2.84,5.39,12.78,166.0,114.0,13.0,2.0,3.69,0.57,0.0
0.45,12.0,349.0,0.0,0.0,2.0,2.0,0.0,45.0,32.6,114.2,111.0,25.7,6.8,0.6,3.0,1.0,0.4196033626794815,0.9843250922858715,0.4196033626794815,1.2940840385854244,0.7309239581227303,0.11,0.27,0.11,0.35,0.2,5.0,0.0,8.0,-0.42,-0.98,-0.42,1.403928454965353,1.403928454965353,0.0,0.0,3.0,2.0,30.0,2.0,5.0,2.0,0.0,0.0,7.0,1.99,0.02,0.04,10.0,19.0,45.0,2.84,5.39,12.78,166.0,114.0,13.0,2.0,3.69,0.57,0.0
0.5,12.0,349.0,0.0,0.0,2.0,2.0,0.0,45.0,32.6,114.2,111.0,25.7,6.8,0.6,3.0,1.0,0.4196033626794815,0.9843250922858715,0.4196033626794815,1.2940840385854244,0.7309239581227303,0.11,0.27,0.11,0.35,0.2,5.0,0.0,8.0,-0.42,-0.98,-0.42,1.403928454965353,1.403928454965353,0.0,0.0,3.0,2.0,30.0,2.0,5.0,2.0,0.0,0.0,7.0,1.99,0.02,0.04,10.0,19.0,45.0,2.84,5.39,12.78,166.0,114.0,13.0,2.0,3.69,0.57,1.0
0.55,12.0,349.0,0.0,0.0,2.0,2.0,0.0,45.0,32.6,114.2,111.0,25.7,6.8,0.6,3.0,1.0,0.4196033626794815,0.9843250922858715,0.4196033626794815,1.2940840385854244,0.7309239581227303,0.11,0.27,0.11,0.35,0.2,5.0,0.0,8.0,-0.42,-0.98,-0.42,1.403928454965353,1.403928454965353,0.0,0.0,3.0,2.0,30.0,2.0,5.0,2.0,0.0,0.0,7.0,1.99,0.02,0.04,10.0,19.0,45.0,2.84,5.39,12.78,166.0,114.0,13.0,2.0,3.69,0.57,1.0
0.6000000000000001,12.0,349.0,0.0,0.0,2.0,2.0,0.0,45.0,32.6,114.2,111.0,25.7,6.8,0.6,3.0,1.0,0.4196033626794815,0.9843250922858715,0.4196033626794815,1.2940840385854244,0.7309239581227303,0.11,0.27,0.11,0.35,0.2,5.0,0.0,8.0,-0.42,-0.98,-0.42,1.403928454965353,1.403928454965353,0.0,0.0,3.0,2.0,30.0,2.0,5.0,2.0,0.0,0.0,7.0,1.99,0.02,0.04,10.0,19.0,45.0,2.84,5.39,12.78,166.0,114.0,13.0,2.0,3.69,0.57,1.0
0.16000000000000003,17.0,270.0,1.0,0.0,1.0,1.0,1.0,59.0,53.2,31.9,102.0,18.8,6.8,0.8,3.0,1.0,0.8312334343791008,0.10601583868265152,0.8312334343791008,0.913587212562561,0.1547226905822754,0.4,0.05,0.4,0.44,0.08,5.0,0.0,2.0,0.17,-0.11,0.17,0.9372492730617523,0.9372492730617523,1.2,1.2,30.0,18.0,55.0,15.0,45.0,15.0,15.0,1.0,75.0,5.5,0.1,0.2,100.0,50.0,60.0,7.0,3.5,4.2,900.0,150.0,50.0,5.0,3.5,0.35,0.0
